año;departamento;municipio;total;total H;total M;total indet;cabecera municipal H;cabecera municipal M;cebecera municipal indet;centro poblado H;centro poblado M;centro poblado indet;rural disperso H;rural disperso M;rural disperso indet;sin info H;sin info M;sin info indet
2011;antioquia;Ángelópolis;63;36;27;0;14;9;0;3;4;0;19;14;0;0;0;0
2011;antioquia;Angostura;173;92;81;0;22;16;0;2;1;0;62;55;0;6;9;0
2011;antioquia;Anorí;287;149;138;0;52;51;0;15;12;0;74;69;0;8;6;0
2011;antioquia;Santafé de Antioquia;288;152;136;0;70;61;0;17;16;0;65;59;0;0;0;0
2011;antioquia;Anzá;101;50;51;0;5;9;0;15;14;0;27;28;0;3;0;0
2011;antioquia;Apartadó;2.345;1.228;1.117;0;1.033;921;0;98;105;0;91;81;0;6;10;0
2011;antioquia;Arboletes;498;254;244;0;111;99;0;58;38;0;85;106;0;0;1;0
2011;antioquia;Argelia;130;72;58;0;27;20;0;2;1;0;38;32;0;5;5;0
2011;antioquia;Armenia;46;21;25;0;5;8;0;5;7;0;11;10;0;0;0;0
2011;antioquia;Barbosa;447;213;234;0;96;113;0;21;28;0;95;92;0;1;1;0
2011;antioquia;Belmira;77;37;40;0;16;13;0;3;5;0;18;21;0;0;1;0
2011;antioquia;Bello;4.558;2.390;2.168;0;2.299;2.098;0;22;20;0;63;47;0;6;3;0
2011;antioquia;Betania;112;65;47;0;20;20;0;0;1;0;43;26;0;2;0;0
2011;antioquia;Betulia;289;156;133;0;39;37;0;12;9;0;105;87;0;0;0;0
2011;antioquia;Ciudad Bolívar;456;235;221;0;128;129;0;21;7;0;86;85;0;0;0;0
2011;antioquia;Briceño;149;67;82;0;18;18;0;7;4;0;42;60;0;0;0;0
2011;antioquia;Buriticá;117;59;58;0;12;11;0;12;4;0;35;42;0;0;1;0
2011;antioquia;Cáceres;585;292;293;0;90;102;0;131;119;0;61;62;0;10;10;0
2011;antioquia;Caicedo;123;56;67;0;10;14;0;8;11;0;37;41;0;1;1;0
2011;antioquia;Caldas;748;381;367;0;264;247;0;14;10;0;101;110;0;2;0;0
2011;antioquia;Campamento;106;53;53;0;11;6;0;1;1;0;41;46;0;0;0;0
2011;antioquia;Cañasgordas;183;93;90;0;26;20;0;8;10;0;57;60;0;2;0;0
2011;antioquia;Caracolí;45;22;23;0;16;14;0;0;0;0;6;9;0;0;0;0
2011;antioquia;Caramanta;58;28;30;0;15;11;0;0;1;0;13;18;0;0;0;0
2011;antioquia;Carepa;992;525;467;0;369;350;0;53;41;0;102;75;0;1;1;0
2011;antioquia;El Carmen de Viboral;508;255;253;0;136;150;0;2;7;0;117;96;0;0;0;0
2011;antioquia;Carolina;28;17;11;0;14;7;0;1;1;0;2;3;0;0;0;0
2011;antioquia;Caucasia;1.516;757;759;0;650;632;0;27;38;0;77;89;0;3;0;0
2011;antioquia;Chigorodó;1.197;596;601;0;492;507;0;8;5;0;96;88;0;0;1;0
2011;antioquia;Cisneros;122;63;59;0;50;42;0;0;1;0;13;16;0;0;0;0
2011;antioquia;Cocorná;201;99;102;0;36;29;0;3;2;0;60;70;0;0;1;0
2011;antioquia;Concepción;53;25;28;0;8;8;0;0;0;0;17;20;0;0;0;0
2011;antioquia;Concordia;268;137;131;0;46;48;0;3;4;0;88;79;0;0;0;0
2011;antioquia;Copacabana;665;336;329;0;252;261;0;8;5;0;73;63;0;3;0;0
2011;antioquia;Dabeiba;229;109;120;0;38;44;0;7;11;0;60;61;0;4;4;0
2011;antioquia;Don Matías;224;112;112;0;67;68;0;3;3;0;41;39;0;1;2;0
2011;antioquia;Ebéjico;116;52;64;0;6;5;0;5;14;0;41;45;0;0;0;0
2011;antioquia;El Bagre;1.100;562;538;0;336;310;0;102;101;0;111;114;0;13;13;0
2011;antioquia;Entrerrios;105;57;48;0;23;22;0;2;4;0;32;22;0;0;0;0
2011;antioquia;Envigado;1.580;840;740;0;816;725;0;6;1;0;18;12;0;0;2;0
2011;antioquia;Fredonia;173;94;79;0;47;27;0;14;17;0;31;34;0;2;1;0
2011;antioquia;Frontino;280;135;145;0;37;40;0;27;36;0;71;67;0;0;2;0
2011;antioquia;Giraldo;60;33;27;0;12;7;0;4;11;0;17;9;0;0;0;0
2011;antioquia;Girardota;401;210;191;0;103;99;0;5;3;0;101;87;0;1;2;0
2011;antioquia;Gómez Plata;85;40;45;0;13;17;0;10;12;0;16;16;0;1;0;0
2011;antioquia;Granada;119;60;59;0;36;28;0;1;0;0;23;29;0;0;2;0
2011;antioquia;Guadalupe;81;48;33;0;18;13;0;3;0;0;27;20;0;0;0;0
2011;antioquia;Guarne;360;187;173;0;85;69;0;0;1;0;102;103;0;0;0;0
2011;antioquia;Guatapé;56;25;31;0;21;21;0;0;0;0;4;9;0;0;1;0
2011;antioquia;Heliconia;54;23;31;0;11;11;0;5;6;0;7;14;0;0;0;0
2011;antioquia;Hispania;47;25;22;0;15;13;0;0;1;0;10;7;0;0;1;0
2011;antioquia;Itagüí;2.454;1.261;1.193;0;1.156;1.120;0;41;31;0;61;39;0;3;3;0
2011;antioquia;Ituango;413;209;204;0;37;37;0;51;36;0;121;130;0;0;1;0
2011;antioquia;Jardín;154;79;75;0;34;34;0;9;7;0;35;31;0;1;3;0
2011;antioquia;Jericó;127;62;65;0;32;34;0;1;4;0;29;27;0;0;0;0
2011;antioquia;La Ceja;705;377;328;0;273;239;0;7;6;0;97;83;0;0;0;0
2011;antioquia;La Estrella;549;296;253;0;231;195;0;30;31;0;34;27;0;1;0;0
2011;antioquia;La Pintada;87;42;45;0;38;34;0;0;0;0;4;11;0;0;0;0
2011;antioquia;La Unión;288;153;135;0;84;65;0;3;10;0;66;60;0;0;0;0
2011;antioquia;Liborina;127;59,00;68;0;12;15;0;8;23;0;39;29;0;0;1;0
2011;antioquia;Maceo;120;61;59;0;25;21;0;8;10;0;28;28;0;0;0;0
2011;antioquia;Marinilla;575;289;286;0;198;206;0;4;6;0;87;74;0;0;0;0
2011;antioquia;Montebello;60;28;32;0;8;13;0;3;3;0;17;16;0;0;0;0
2011;antioquia;Murindó;69;31;38;0;14;19;0;2;9;0;15;9;0;0;1;0
2011;antioquia;Mutatá;405;211;194;0;53;46;0;58;65;0;92;79;0;8;4;0
2011;antioquia;Nariño;156;74;82;0;16;22;0;9;4;0;48;56;0;1;0;0
2011;antioquia;Necoclí;952;495;457;0;128;100;0;118;123;0;241;226;0;8;8;0
2011;antioquia;Nechí;490;248;242;0;141;145;0;26;17;0;68;69;0;13;11;0
2011;antioquia;Olaya;27;13;14;0;2;4;0;5;2;0;5;8;0;1;0;0
2011;antioquia;Peñol;216;106;110;0;57;59;0;3;3;0;43;47;0;3;1;0
2011;antioquia;Peque;125;63;62;0;20;28;0;5;8;0;36;26;0;2;0;0
2011;antioquia;Pueblorrico;90;47;43;0;23;18;0;5;3;0;18;21;0;1;1;0
2011;antioquia;Puerto Berrío;874;464;410;0;375;300;0;18;38;0;62;68;0;9;4;0
2011;antioquia;Puerto Nare;167;83;84;0;35;32;0;25;34;0;22;18;0;1;0;0
2011;antioquia;Puerto Triunfo;226;113;113;0;37;42;0;49;43;0;27;28;0;0;0;0
2011;antioquia;Remedios;433;225;208;0;127;115;0;28;34;0;70;59;0;0;0;0
2011;antioquia;Retiro;172;97;75;0;50;43;0;4;2;0;43;30;0;0;0;0
2011;antioquia;Rionegro;1.258;630;628;0;410;385;0;4;12;0;215;231;0;1;0;0
2011;antioquia;Sabanalarga;146;74;72;0;16;24;0;15;9;0;42;36;0;1;3;0
2011;antioquia;Sabaneta;453;242;211;0;217;195;0;8;11;0;17;5;0;0;0;0
2011;antioquia;Salgar;258;131;127;0;49;47;0;6;11;0;76;68;0;0;1;0
2011;antioquia;San Andrés de Cuerquía;94;50;44;0;10;15;0;1;1;0;38;27;0;1;1;0
2011;antioquia;San Carlos;183;92;91;0;48;42;0;11;12;0;32;34;0;1;3;0
2011;antioquia;San Francisco;77;38;39;0;21;16;0;3;3;0;14;20;0;0;0;0
2011;antioquia;San Jerónimo;127;57;70;0;19;14;0;2;8;0;36;48;0;0;0;0
2011;antioquia;San José de La Montaña;45;15;30;0;9;16;0;0;1;0;4;13;0;2;0;0
2011;antioquia;San Juan de Urabá;515;245;270;0;97;100;0;30;27;0;118;143;0;0;0;0
2011;antioquia;San Luis;190;95;95;0;43;45;0;11;16;0;40;32;0;1;2;0
2011;antioquia;San Pedro de Los Milagros;330;173;157;0;64;80;0;19;17;0;87;57;0;3;3;0
2011;antioquia;San Pedro de Urabá;671;355;316;0;123;115;0;45;40;0;181;158;0;6;3;0
2011;antioquia;San Rafael;148;71;77;0;34;39;0;0;3;0;37;35;0;0;0;0
2011;antioquia;San Roque;260;128;132;0;27;44;0;33;31;0;68;57;0;0;0;0
2011;antioquia;San Vicente;210;113;97;0;28;26;0;3;2;0;82;69;0;0;0;0
2011;antioquia;Santa Bárbara;273;136;137;0;46;47;0;13;14;0;77;76;0;0;0;0
2011;antioquia;Santa Rosa de Osos;471;249;222;0;119;107;0;14;17;0;116;98;0;0;0;0
2011;antioquia;Santo Domingo;102;56;46;0;22;14;0;9;4;0;25;28;0;0;0;0
2011;antioquia;El Santuario;444;233;211;0;147;137;0;5;6;0;79;66;0;2;2;0
2011;antioquia;Segovia;652;332;320;0;255;247;0;27;28;0;49;43;0;1;2;0
2011;antioquia;Sonsón;453;230;223;0;78;85;0;35;46;0;116;90;0;1;2;0
2011;antioquia;Sopetrán;145;82;63;0;28;17;0;9;6;0;42;40;0;3;0;0
2011;antioquia;Támesis;127;68;59;0;24;34;0;10;7;0;34;17;0;0;1;0
2011;antioquia;Tarazá;560;277;283;0;146;173;0;79;60;0;48;47;0;4;3;0
2011;antioquia;Tarso;48;29;19;0;15;12;0;0;0;0;12;6;0;2;1;0
2011;antioquia;Titiribí;82;41;41;0;14;13;0;2;7;0;25;21;0;0;0;0
2011;antioquia;Toledo;88;39;49;0;8;10;0;0;6;0;31;33;0;0;0;0
2011;antioquia;Turbo;2.939;1.508;1.431;0;736;720;0;448;411;0;320;300;0;4;0;0
2011;antioquia;Uramita;92;44;48;0;13;15;0;2;3;0;25;29;0;4;1;0
2011;antioquia;Urrao;429;216;213;0;96;100;0;9;9;0;111;103;0;0;1;0
2011;antioquia;Valdivia;260;136;124;0;24;22;0;50;39;0;62;62;0;0;1;0
2011;antioquia;Valparaíso;60;29;31;0;15;15;0;3;2;0;9;13;0;2;1;0
2011;antioquia;Vegachí;212;114;98;0;57;41;0;13;10;0;42;45;0;2;2;0
2011;antioquia;Venecia;118;58;60;0;17;18;0;20;22;0;20;20;0;1;0;0
2011;antioquia;Vigía del Fuerte;91;52;39;0;26;18;0;12;4;0;12;14;0;2;3;0
2011;antioquia;Yalí;86;39;47;0;17;18;0;4;4;0;18;25;0;0;0;0
2011;antioquia;Yarumal;690;335;355;0;188;203;0;59;45;0;88;107;0;0;0;0
2011;antioquia;Yolombó;227;131;96;0;39;37;0;11;10;0;81;49;0;0;0;0
2011;antioquia;Yondó;328;177;151;0;102;85;0;22;18;0;50;47;0;3;1;0
2011;antioquia;Zaragoza;511;247;264;0;142;150;0;16;18;0;85;93;0;4;3;0
2011;antioquia;Sin Información;56;24;32;0;1;0;0;0;0;0;1;0;0;22;32;0
2012;antioquia;total;77.139;39.740;37.399;0;29.351;27.684;0;2.849;2.679;0;7.538;7.033;0;2;3;0
2012;antioquia;Medellín;27.816;14.339;13.477;0;13.784;12.952;0;310;295;0;243;230;0;2;0;0
2012;antioquia;Abejorral;246;134;112;0;44;42;0;4;6;0;86;64;0;0;0;0
2012;antioquia;Abriaquí;31;20;11;0;5;7;0;2;0;0;13;4;0;0;0;0
2012;antioquia;Alejandría;56;34;22;0;20;7;0;1;0;0;13;15;0;0;0;0
2012;antioquia;Amagá;284;161;123;0;80;45;0;21;12;0;60;66;0;0;0;0
2012;antioquia;Amalfi;355;166;189;0;93;103;0;7;4;0;66;82;0;0;0;0
2012;antioquia;Andes;528;281;247;0;109;88;0;56;41;0;116;118;0;0;0;0
2012;antioquia;Ángelópolis;54;28;26;0;10;12;0;4;6;0;14;8;0;0;0;0
2012;antioquia;Angostura;142;79;63;0;22;17;0;0;0;0;57;46;0;0;0;0
2012;antioquia;Anorí;269;131;138;0;71;57;0;0;4;0;60;77;0;0;0;0
2012;antioquia;Santafé de Antioquia;317;163;154;0;85;77;0;4;0;0;74;77;0;0;0;0
2012;antioquia;Anzá;91;51;40;0;6;4;0;7;1;0;38;35;0;0;0;0
2012;antioquia;Apartadó;2.249;1.178;1.071;0;954;863;0;123;127;0;101;81;0;0;0;0
2012;antioquia;Arboletes;486;243;243;0;83;97;0;58;43;0;102;103;0;0;0;0
2012;antioquia;Argelia;125;69;56;0;29;20;0;1;1;0;39;35;0;0;0;0
2012;antioquia;Armenia;50;26;24;0;9;6;0;4;5;0;13;13;0;0;0;0
2012;antioquia;Barbosa;501;258;243;0;128;117;0;11;11;0;119;115;0;0;0;0
2012;antioquia;Belmira;83;47;36;0;12;8;0;5;0;0;30;28;0;0;0;0
2012;antioquia;Bello;4.831;2.429;2.402;0;2.356;2.334;0;17;12;0;56;56;0;0;0;0
2012;antioquia;Betania;117;66;51;0;30;19;0;0;0;0;36;32;0;0;0;0
2012;antioquia;Betulia;267;130;137;0;33;41;0;12;13;0;85;83;0;0;0;0
2012;antioquia;Ciudad Bolívar;448;239;209;0;130;111;0;15;11;0;94;87;0;0;0;0
2012;antioquia;Briceño;133;71;62;0;25;21;0;4;5;0;42;36;0;0;0;0
2012;antioquia;Buriticá;103;52;51;0;10;11;0;4;6;0;38;34;0;0;0;0
2012;antioquia;Cáceres;589;293;296;0;91;84;0;136;142;0;66;70;0;0;0;0
2012;antioquia;Caicedo;104;54;50;0;12;6;0;1;1;0;41;43;0;0;0;0
2012;antioquia;Caldas;724;358;366;0;257;265;0;18;14;0;83;87;0;0;0;0
2012;antioquia;Campamento;128;66;62;0;12;8;0;1;0;0;53;54;0;0;0;0
2012;antioquia;Cañasgordas;195;103;92;0;27;27;0;9;13;0;67;52;0;0;0;0
2012;antioquia;Caracolí;62;38;24;0;18;16;0;4;0;0;16;8;0;0;0;0
2012;antioquia;Caramanta;57;28;29;0;9;11;0;2;3;0;17;15;0;0;0;0
2012;antioquia;Carepa;959;506;453;0;365;335;0;52;40;0;89;78;0;0;0;0
2012;antioquia;El Carmen de Viboral;527;278;249;0;160;147;0;5;3;0;113;99;0;0;0;0
2012;antioquia;Carolina;28;20;8;0;16;7;0;0;0;0;4;1;0;0;0;0
2012;antioquia;Caucasia;1.764;908;856;0;761;717;0;58;43;0;89;96;0;0;0;0
2012;antioquia;Chigorodó;1.180;622;558;0;509;461;0;7;4;0;106;93;0;0;0;0
2012;antioquia;Cisneros;133;64;69;0;49;55;0;1;0;0;14;14;0;0;0;0
2012;antioquia;Cocorná;179;95;84;0;37;29;0;2;0;0;56;55;0;0;0;0
2012;antioquia;Concepción;42;21;21;0;7;6;0;0;1;0;14;14;0;0;0;0
2012;antioquia;Concordia;250;131;119;0;44;38;0;6;3;0;81;78;0;0;0;0
2012;antioquia;Copacabana;666;342;324;0;267;255;0;9;4;0;66;65;0;0;0;0
2012;antioquia;Dabeiba;294;154;140;0;65;66;0;8;5;0;81;69;0;0;0;0
2012;antioquia;Don Matías;237;125;112;0;94;75;0;3;3;0;28;34;0;0;0;0
2012;antioquia;Ebéjico;124;62;62;0;13;9;0;6;7;0;43;46;0;0;0;0
2012;antioquia;El Bagre;1.174;573;601;0;320;331;0;132;141;0;121;129;0;0;0;0
2012;antioquia;Entrerrios;99;47;52;0;17;24;0;2;2;0;28;26;0;0;0;0
2012;antioquia;Envigado;1.516;748;768;0;721;747;0;6;5;0;21;16;0;0;0;0
2012;antioquia;Fredonia;159;82;77;0;32;37;0;13;10;0;37;30;0;0;0;0
2012;antioquia;Frontino;296;158;138;0;43;44;0;20;21;0;95;73;0;0;0;0
2012;antioquia;Giraldo;58;32;26;0;11;5;0;3;4;0;18;17;0;0;0;0
2012;antioquia;Girardota;424;224;200;0;111;123;0;3;2;0;110;75;0;0;0;0
2012;antioquia;Gómez Plata;74;38;36;0;18;18;0;6;5;0;14;13;0;0;0;0
2012;antioquia;Granada;114;63;51;0;26;26;0;1;2;0;36;23;0;0;0;0
2012;antioquia;Guadalupe;63;26;37;0;11;13;0;0;3;0;15;21;0;0;0;0
2012;antioquia;Guarne;466;248;218;0;106;92;0;2;1;0;140;125;0;0;0;0
2012;antioquia;Guatapé;53;26;27;0;16;18;0;0;0;0;10;9;0;0;0;0
2012;antioquia;Heliconia;52;30;22;0;15;12;0;7;4;0;8;6;0;0;0;0
2012;antioquia;Hispania;51;27;24;0;14;17;0;1;1;0;12;6;0;0;0;0
2012;antioquia;Itagüí;2.495;1.298;1.197;0;1.215;1.098;0;38;39;0;45;60;0;0;0;0
2012;antioquia;Ituango;374;197;177;0;60;45;0;24;23;0;113;109;0;0;0;0
2012;antioquia;Jardín;174;91;83;0;43;40;0;5;10;0;43;33;0;0;0;0
2012;antioquia;Jericó;124;56;68;0;26;37;0;0;3;0;30;28;0;0;0;0
2012;antioquia;La Ceja;657;325;332;0;249;246;0;4;4;0;72;82;0;0;0;0
2012;antioquia;La Estrella;540;284;256;0;225;214;0;28;24;0;31;18;0;0;0;0
2012;antioquia;La Pintada;104;48;56;0;37;43;0;1;0;0;10;13;0;0;0;0
2012;antioquia;La Unión;239;114;125;0;48;71;0;6;0;0;60;54;0;0;0;0
2012;antioquia;Liborina;103;56;47;0;14;18;0;9;6;0;33;23;0;0;0;0
2012;antioquia;Maceo;110;56;54;0;25;18;0;4;6;0;27;30;0;0;0;0
2012;antioquia;Marinilla;646;351;295;0;236;191;0;6;6;0;109;98;0;0;0;0
2012;antioquia;Montebello;89;52;37;0;12;9;0;2;4;0;38;24;0;0;0;0
2012;antioquia;Murindó;53;27;26;0;7;10;0;4;4;0;16;12;0;0;0;0
2012;antioquia;Mutatá;480;236;244;0;54;55;0;117;126;0;65;63;0;0;0;0
2012;antioquia;Nariño;152;77;75;0;23;18;0;8;4;0;46;53;0;0;0;0
2012;antioquia;Necoclí;1.005;490;515;0;109;101;0;155;174;0;226;240;0;0;0;0
2012;antioquia;Nechí;514;292;222;0;160;110;0;23;17;0;109;95;0;0;0;0
2012;antioquia;Olaya;24;8;16;0;2;0;0;1;3;0;5;13;0;0;0;0
2012;antioquia;Peñol;228;122;106;0;64;57;0;3;2;0;55;47;0;0;0;0
2012;antioquia;Peque;112;61;51;0;19;16;0;5;7;0;37;28;0;0;0;0
2012;antioquia;Pueblorrico;101;51;50;0;22;19;0;0;1;0;29;30;0;0;0;0
2012;antioquia;Puerto Berrío;765;394;371;0;310;289;0;7;9;0;77;73;0;0;0;0
2012;antioquia;Puerto Nare;122;63;59;0;37;28;0;12;16;0;14;15;0;0;0;0
2012;antioquia;Puerto Triunfo;207;105;102;0;44;36;0;47;39;0;14;27;0;0;0;0
2012;antioquia;Remedios;386;190;196;0;98;112;0;49;34;0;43;50;0;0;0;0
2012;antioquia;Retiro;166;74;92;0;37;45;0;0;1;0;37;46;0;0;0;0
2012;antioquia;Rionegro;1.339;697;642;0;449;400;0;4;9;0;244;233;0;0;0;0
2012;antioquia;Sabanalarga;142;80;62;0;23;19;0;5;2;0;52;41;0;0;0;0
2012;antioquia;Sabaneta;464;243;221;0;231;208;0;3;3;0;9;10;0;0;0;0
2012;antioquia;Salgar;239;128;111;0;40;33;0;13;3;0;75;75;0;0;0;0
2012;antioquia;San Andrés de Cuerquía;111;56;55;0;18;17;0;1;3;0;37;35;0;0;0;0
2012;antioquia;San Carlos;192;95;97;0;44;45;0;8;8;0;43;44;0;0;0;0
2012;antioquia;San Francisco;75;35;40;0;17;20;0;2;2;0;16;18;0;0;0;0
2012;antioquia;San Jerónimo;136;72;64;0;31;23;0;3;1;0;38;40;0;0;0;0
2012;antioquia;San José de La Montaña;48;22;26;0;11;13;0;1;0;0;10;13;0;0;0;0
2012;antioquia;San Juan de Urabá;471;263;208;0;69;63;0;44;27;0;150;118;0;0;0;0
2012;antioquia;San Luis;213;103;110;0;50;44;0;8;17;0;45;49;0;0;0;0
2012;antioquia;San Pedro de Los Milagros;310;155;155;0;70;61;0;8;8;0;77;85;0;0;1;0
2012;antioquia;San Pedro de Urabá;654;323;331;0;118;143;0;24;24;0;181;164;0;0;0;0
2012;antioquia;San Rafael;170;101;69;0;42;33;0;1;0;0;58;36;0;0;0;0
2012;antioquia;San Roque;263;128;135;0;50;48;0;20;30;0;58;57;0;0;0;0
2012;antioquia;San Vicente;194;113;81;0;28;21;0;2;1;0;83;59;0;0;0;0
2012;antioquia;Santa Bárbara;262;144;118;0;65;52;0;12;11;0;67;55;0;0;0;0
2012;antioquia;Santa Rosa de Osos;496;249;247;0;121;117;0;17;14;0;111;116;0;0;0;0
2012;antioquia;Santo Domingo;100;58;42;0;19;18;0;8;6;0;31;18;0;0;0;0
2012;antioquia;El Santuario;463;219;244;0;139;158;0;1;2;0;79;84;0;0;0;0
2012;antioquia;Segovia;696;352;344;0;275;255;0;21;15;0;56;73;0;0;1;0
2012;antioquia;Sonsón;465;236;229;0;101;106;0;30;39;0;105;84;0;0;0;0
2012;antioquia;Sopetrán;150;67;83;0;20;31;0;2;5;0;45;47;0;0;0;0
2012;antioquia;Támesis;137;72;65;0;27;21;0;10;13;0;35;31;0;0;0;0
2012;antioquia;Tarazá;690;347;343;0;204;193;0;96;106;0;47;44;0;0;0;0
2012;antioquia;Tarso;72;38;34;0;27;18;0;2;1;0;9;15;0;0;0;0
2012;antioquia;Titiribí;85;44;41;0;18;21;0;6;3;0;20;17;0;0;0;0
2012;antioquia;Toledo;97;57;40;0;11;12;0;3;1;0;43;27;0;0;0;0
2012;antioquia;Turbo;2.986;1.567;1.419;0;690;650;0;576;519;0;301;250;0;0;0;0
2012;antioquia;Uramita;105;51;54;0;13;14;0;1;0;0;37;40;0;0;0;0
2012;antioquia;Urrao;385;215;170;0;88;81;0;11;6;0;116;83;0;0;0;0
2012;antioquia;Valdivia;210;101;109;0;25;37;0;27;28;0;49;44;0;0;0;0
2012;antioquia;Valparaíso;51;25;26;0;11;12;0;0;0;0;14;13;0;0;1;0
2012;antioquia;Vegachí;202;113;89;0;61;47;0;4;9;0;48;33;0;0;0;0
2012;antioquia;Venecia;113;60;53;0;15;17;0;18;18;0;27;18;0;0;0;0
2012;antioquia;Vigía del Fuerte;117;65;52;0;23;21;0;21;14;0;21;17;0;0;0;0
2012;antioquia;Yalí;76;36;40;0;15;23;0;1;2;0;20;15;0;0;0;0
2012;antioquia;Yarumal;701;360;341;0;211;201;0;35;27;0;114;113;0;0;0;0
2012;antioquia;Yolombó;215;102;113;0;39;42;0;13;18;0;50;53;0;0;0;0
2012;antioquia;Yondó;280;145;135;0;88;79;0;13;10;0;44;46;0;0;0;0
2012;antioquia;Zaragoza;571;300;271;0;176;158;0;22;22;0;102;91;0;0;0;0
2012;antioquia;Sin Información;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;antioquia;total;74.757;38.380;36.377;0;28.991;27.390;0;2.491;2.502;0;6.898;6.485;0;0;0;0
2013;antioquia;Medellín;27.565;14.113;13.452;0;13.621;12.953;0;261;275;0;231;224;0;0;0;0
2013;antioquia;Abejorral;229;126;103;0;54;49;0;3;1;0;69;53;0;0;0;0
2013;antioquia;Abriaquí;22;13;9;0;9;4;0;0;1;0;4;4;0;0;0;0
2013;antioquia;Alejandría;53;28;25;0;17;14;0;0;0;0;11;11;0;0;0;0
2013;antioquia;Amagá;259;129;130;0;62;67;0;10;8;0;57;55;0;0;0;0
2013;antioquia;Amalfi;337;152;185;0;86;101;0;3;4;0;63;80;0;0;0;0
2013;antioquia;Andes;544;291;253;0;115;89;0;46;50;0;130;114;0;0;0;0
2013;antioquia;Ángelópolis;47;30;17;0;11;7;0;3;2;0;16;8;0;0;0;0
2013;antioquia;Angostura;139;71;68;0;19;11;0;1;0;0;51;57;0;0;0;0
2013;antioquia;Anorí;237;124;113;0;55;52;0;0;4;0;69;57;0;0;0;0
2013;antioquia;Santafé de Antioquia;290;154;136;0;85;72;0;2;3;0;67;61;0;0;0;0
2013;antioquia;Anzá;95;44;51;0;6;9;0;4;8;0;34;34;0;0;0;0
2013;antioquia;Apartadó;2.110;1.071;1.039;0;877;845;0;102;108;0;92;86;0;0;0;0
2013;antioquia;Arboletes;467;245;222;0;119;92;0;26;31;0;100;99;0;0;0;0
2013;antioquia;Argelia;120;68;52;0;24;17;0;0;1;0;44;34;0;0;0;0
2013;antioquia;Armenia;36;18;18;0;8;7;0;3;4;0;7;7;0;0;0;0
2013;antioquia;Barbosa;432;209;223;0;97;96;0;17;13;0;95;114;0;0;0;0
2013;antioquia;Belmira;71;33;38;0;9;16;0;3;0;0;21;22;0;0;0;0
2013;antioquia;Bello;4.883;2.520;2.363;0;2.444;2.278;0;18;19;0;58;66;0;0;0;0
2013;antioquia;Betania;99;42;57;0;15;25;0;0;1;0;27;31;0;0;0;0
2013;antioquia;Betulia;238;111;127;0;31;33;0;12;18;0;68;76;0;0;0;0
2013;antioquia;Ciudad Bolívar;397;195;202;0;123;116;0;8;8;0;64;78;0;0;0;0
2013;antioquia;Briceño;127;60;67;0;13;31;0;2;1;0;45;35;0;0;0;0
2013;antioquia;Buriticá;107;64;43;0;17;8;0;7;6;0;40;29;0;0;0;0
2013;antioquia;Cáceres;567;309;258;0;104;95;0;135;121;0;70;42;0;0;0;0
2013;antioquia;Caicedo;84;37;47;0;9;16;0;1;1;0;27;30;0;0;0;0
2013;antioquia;Caldas;742;393;349;0;278;253;0;33;26;0;82;70;0;0;0;0
2013;antioquia;Campamento;115;52;63;0;11;19;0;0;0;0;41;44;0;0;0;0
2013;antioquia;Cañasgordas;182;95;87;0;22;28;0;14;12;0;59;47;0;0;0;0
2013;antioquia;Caracolí;54;38;16;0;20;10;0;1;1;0;17;5;0;0;0;0
2013;antioquia;Caramanta;33;20;13;0;7;6;0;2;0;0;11;7;0;0;0;0
2013;antioquia;Carepa;844;463;381;0;324;257;0;55;43;0;84;81;0;0;0;0
2013;antioquia;El Carmen de Viboral;593;300;293;0;155;155;0;6;6;0;139;132;0;0;0;0
2013;antioquia;Carolina;23;15;8;0;9;7;0;0;0;0;6;1;0;0;0;0
2013;antioquia;Caucasia;2.003;1.030;973;0;888;857;0;64;48;0;78;68;0;0;0;0
2013;antioquia;Chigorodó;1.148;592;556;0;482;454;0;11;9;0;99;93;0;0;0;0
2013;antioquia;Cisneros;88;51;37;0;37;32;0;0;0;0;14;5;0;0;0;0
2013;antioquia;Cocorná;192;96;96;0;37;33;0;3;2;0;56;61;0;0;0;0
2013;antioquia;Concepción;44;23;21;0;12;7;0;3;1;0;8;13;0;0;0;0
2013;antioquia;Concordia;201;107;94;0;43;31;0;5;4;0;59;59;0;0;0;0
2013;antioquia;Copacabana;666;352;314;0;273;247;0;4;2;0;75;65;0;0;0;0
2013;antioquia;Dabeiba;263;139;124;0;55;64;0;6;10;0;78;50;0;0;0;0
2013;antioquia;Don Matías;237;132;105;0;85;64;0;2;2;0;45;39;0;0;0;0
2013;antioquia;Ebéjico;104;56;48;0;8;9;0;6;9;0;42;30;0;0;0;0
2013;antioquia;El Bagre;1.164;613;551;0;391;310;0;120;131;0;102;110;0;0;0;0
2013;antioquia;Entrerrios;106;52;54;0;23;23;0;2;0;0;27;31;0;0;0;0
2013;antioquia;Envigado;1.503;774;729;0;758;714;0;5;3;0;11;12;0;0;0;0
2013;antioquia;Fredonia;157;69;88;0;31;40;0;8;10;0;30;38;0;0;0;0
2013;antioquia;Frontino;275;139;136;0;50;51;0;12;10;0;77;75;0;0;0;0
2013;antioquia;Giraldo;59;28;31;0;9;9;0;3;4;0;16;18;0;0;0;0
